id,n_items,total_weight,opt_bins,waste_abs,waste_pct,n_items_is_prime,total_weight_is_prime,total_weight_is_pow2,prime_elem_count,pow2_elem_count
6766,10,417,6,183,30.5,0,0,0,3,0
6767,14,546,6,54,9.0,0,0,0,4,3
6768,18,757,8,43,5.375,0,1,0,4,0
6769,11,304,4,96,24.0,1,0,0,3,0
6770,11,451,5,49,9.8,1,0,0,3,0
6771,14,607,7,93,13.285714285714286,0,1,0,4,1
6772,11,464,5,36,7.199999999999999,1,0,0,3,0
6773,13,561,6,39,6.5,1,0,0,5,1
6774,14,530,6,70,11.666666666666666,0,0,0,2,0
6775,12,403,5,97,19.400000000000002,0,0,0,2,0
6776,16,600,7,100,14.285714285714285,0,0,0,4,1
6777,17,833,10,167,16.7,1,0,0,2,1
6778,18,728,8,72,9.0,0,0,0,3,2
6779,15,651,7,49,7.000000000000001,0,0,0,3,2
6780,12,509,6,91,15.166666666666668,0,1,0,3,0
6781,13,476,5,24,4.8,1,0,0,3,1
6782,11,420,5,80,16.0,1,0,0,3,0
6783,12,450,5,50,10.0,0,0,0,4,0
6784,11,344,4,56,14.000000000000002,1,0,0,3,0
6785,15,547,6,53,8.833333333333334,0,1,0,3,0
6786,14,569,7,131,18.714285714285715,0,1,0,5,2
6787,16,720,8,80,10.0,0,0,0,6,1
6788,14,665,8,135,16.875,0,0,0,3,1
6789,10,414,5,86,17.2,0,0,0,2,1
6790,14,559,6,41,6.833333333333333,0,0,0,3,2
6791,12,420,5,80,16.0,0,0,0,6,0
6792,14,548,6,52,8.666666666666668,0,0,0,5,0
6793,12,485,6,115,19.166666666666668,0,0,0,1,0
6794,13,546,6,54,9.0,1,0,0,2,1
6795,13,594,7,106,15.142857142857144,1,0,0,3,1
6796,10,446,5,54,10.8,0,0,0,5,1
6797,14,618,7,82,11.714285714285715,0,0,0,3,1
6798,15,674,8,126,15.75,0,0,0,5,0
6799,10,395,5,105,21.0,0,0,0,1,0
6800,17,620,7,80,11.428571428571429,1,0,0,3,3
6801,12,518,7,182,26.0,0,0,0,4,1
6802,17,606,7,94,13.428571428571429,1,0,0,5,0
6803,12,550,6,50,8.333333333333332,0,0,0,1,1
6804,10,552,8,248,31.0,0,0,0,3,0
6805,12,409,5,91,18.2,0,1,0,4,0
6806,11,383,4,17,4.25,1,1,0,3,0
6807,16,516,6,84,14.000000000000002,0,0,0,5,0
6808,15,671,9,229,25.444444444444443,0,0,0,4,0
6809,17,719,8,81,10.125,1,1,0,4,0
6810,10,373,4,27,6.75,0,1,0,4,3
6811,19,751,8,49,6.125,1,1,0,4,0
6812,14,454,5,46,9.2,0,0,0,2,1
6813,13,555,6,45,7.5,1,0,0,2,1
6814,14,687,8,113,14.124999999999998,0,0,0,5,0
6815,10,384,4,16,4.0,0,0,0,3,1
6816,13,486,5,14,2.8000000000000003,1,0,0,2,3
6817,11,476,5,24,4.8,1,0,0,1,0
6818,13,519,6,81,13.5,1,0,0,3,1
6819,14,531,6,69,11.5,0,0,0,6,0
6820,11,473,5,27,5.4,1,0,0,3,0
6821,10,421,5,79,15.8,0,1,0,1,0
6822,17,668,8,132,16.5,1,0,0,7,1
6823,12,460,5,40,8.0,0,0,0,0,1
6824,14,434,5,66,13.200000000000001,0,0,0,3,2
6825,13,414,5,86,17.2,1,0,0,4,1
6826,10,337,4,63,15.75,0,1,0,3,1
6827,14,517,6,83,13.833333333333334,0,0,0,3,0
6828,10,371,4,29,7.249999999999999,0,0,0,4,0
6829,12,546,6,54,9.0,0,0,0,1,0
6830,15,622,7,78,11.142857142857142,0,0,0,3,0
6831,19,741,8,59,7.375,1,0,0,6,0
6832,14,577,6,23,3.833333333333333,0,1,0,7,0
6833,18,773,8,27,3.375,0,1,0,1,2
6834,10,411,5,89,17.8,0,0,0,2,1
6835,13,539,6,61,10.166666666666666,1,0,0,2,2
6836,15,542,6,58,9.666666666666666,0,0,0,4,0
6837,12,552,6,48,8.0,0,0,0,4,0
6838,17,793,10,207,20.7,1,0,0,2,3
6839,13,525,6,75,12.5,1,0,0,3,2
6840,11,639,9,261,28.999999999999996,1,0,0,0,1
6841,13,590,7,110,15.714285714285714,1,0,0,5,1
6842,11,449,5,51,10.2,1,1,0,2,0
6843,14,657,7,43,6.142857142857143,0,0,0,6,0
6844,13,480,5,20,4.0,1,0,0,5,0
6845,16,641,7,59,8.428571428571429,0,1,0,3,1
6846,18,871,11,229,20.81818181818182,0,0,0,2,1
6847,11,394,5,106,21.2,1,0,0,1,0
6848,18,645,7,55,7.857142857142857,0,0,0,4,1
6849,17,632,7,68,9.714285714285714,1,0,0,7,1
6850,18,739,8,61,7.625,0,1,0,4,0
6851,12,445,5,55,11.0,0,0,0,3,0
6852,10,409,5,91,18.2,0,1,0,2,0
6853,13,474,5,26,5.2,1,0,0,6,0
6854,13,493,5,7,1.4000000000000001,1,0,0,3,0
6855,12,489,6,111,18.5,0,0,0,1,1
6856,17,746,8,54,6.75,1,0,0,4,0
6857,15,680,8,120,15.0,0,0,0,2,0
6858,17,666,7,34,4.857142857142857,1,0,0,3,1
6859,19,641,7,59,8.428571428571429,1,1,0,6,1
6860,10,327,4,73,18.25,0,0,0,5,0
6861,18,735,8,65,8.125,0,0,0,7,1
6862,13,582,7,118,16.857142857142858,1,0,0,6,0
6863,13,503,6,97,16.166666666666664,1,1,0,0,1
6864,14,448,5,52,10.4,0,0,0,6,0
6865,19,865,9,35,3.888888888888889,1,0,0,7,1
6866,14,515,6,85,14.166666666666666,0,0,0,5,1
6867,12,403,5,97,19.400000000000002,0,0,0,4,0
6868,13,549,6,51,8.5,1,0,0,5,0
6869,15,652,8,148,18.5,0,0,0,5,3
6870,16,562,6,38,6.333333333333334,0,0,0,3,1
6871,18,649,7,51,7.285714285714286,0,0,0,2,0
6872,18,629,7,71,10.142857142857142,0,0,0,7,1
6873,12,458,5,42,8.4,0,0,0,4,0
6874,16,646,7,54,7.7142857142857135,0,0,0,4,0
6875,10,451,5,49,9.8,0,0,0,2,0
6876,16,736,8,64,8.0,0,0,0,2,1
6877,11,520,6,80,13.333333333333334,1,0,0,3,1
6878,19,667,7,33,4.714285714285714,1,0,0,5,0
6879,15,641,7,59,8.428571428571429,0,1,0,3,2
6880,19,832,10,168,16.8,1,0,0,4,2
6881,10,448,5,52,10.4,0,0,0,2,2
6882,18,618,7,82,11.714285714285715,0,0,0,2,1
6883,18,630,7,70,10.0,0,0,0,6,3
6884,15,611,7,89,12.714285714285714,0,0,0,5,0
6885,17,659,7,41,5.857142857142858,1,1,0,4,0
6886,12,551,6,49,8.166666666666666,0,0,0,2,0
6887,14,446,5,54,10.8,0,0,0,5,1
6888,14,666,8,134,16.75,0,0,0,3,1
6889,10,492,6,108,18.0,0,0,0,2,1
6890,19,758,8,42,5.25,1,0,0,6,0
6891,12,484,6,116,19.333333333333332,0,0,0,4,0
6892,10,304,4,96,24.0,0,0,0,4,0
6893,10,368,4,32,8.0,0,0,0,2,1
6894,12,461,6,139,23.166666666666664,0,1,0,2,0
6895,11,265,3,35,11.666666666666666,1,0,0,5,0
6896,15,548,6,52,8.666666666666668,0,0,0,5,0
6897,14,564,6,36,6.0,0,0,0,3,1
6898,17,627,7,73,10.428571428571429,1,0,0,2,0
6899,18,676,7,24,3.428571428571429,0,0,0,5,3
6900,17,687,8,113,14.124999999999998,1,0,0,4,0
6901,18,741,8,59,7.375,0,0,0,1,1
6902,14,407,5,93,18.6,0,0,0,2,0
6903,18,689,8,111,13.875000000000002,0,0,0,4,3
6904,10,397,5,103,20.599999999999998,0,1,0,2,1
6905,13,401,5,99,19.8,1,1,0,3,2
6906,17,721,8,79,9.875,1,0,0,5,1
6907,10,502,6,98,16.333333333333332,0,0,0,2,1
6908,17,660,7,40,5.714285714285714,1,0,0,3,0
6909,18,814,9,86,9.555555555555555,0,0,0,6,1
6910,17,692,7,8,1.1428571428571428,1,0,0,3,1
6911,13,501,6,99,16.5,1,0,0,5,0
6912,13,425,5,75,15.0,1,0,0,5,0
6913,17,583,6,17,2.833333333333333,1,0,0,4,0
6914,12,454,5,46,9.2,0,0,0,2,1
6915,10,426,5,74,14.799999999999999,0,0,0,3,1
6916,16,620,7,80,11.428571428571429,0,0,0,4,1
6917,15,496,6,104,17.333333333333336,0,0,0,4,0
6918,13,580,6,20,3.3333333333333335,1,0,0,4,0
6919,11,391,4,9,2.25,1,0,0,7,0
6920,13,499,6,101,16.833333333333332,1,1,0,2,0
6921,18,705,8,95,11.875,0,0,0,3,0
6922,14,592,7,108,15.428571428571427,0,0,0,4,1
6923,14,493,5,7,1.4000000000000001,0,0,0,3,0
6924,10,425,6,175,29.166666666666668,0,0,0,1,0
6925,17,617,7,83,11.857142857142858,1,1,0,5,0
6926,15,706,8,94,11.75,0,0,0,6,0
6927,10,384,4,16,4.0,0,0,0,2,1
6928,10,307,4,93,23.25,0,1,0,6,2
6929,17,714,8,86,10.75,1,0,0,6,1
6930,17,767,9,133,14.777777777777779,1,0,0,6,2
6931,11,464,5,36,7.199999999999999,1,0,0,3,0
6932,14,595,7,105,15.0,0,0,0,3,0
6933,11,435,5,65,13.0,1,0,0,4,1
6934,13,572,7,128,18.285714285714285,1,0,0,2,0
6935,11,474,5,26,5.2,1,0,0,3,0
6936,12,535,6,65,10.833333333333334,0,0,0,5,0
6937,17,573,6,27,4.5,1,0,0,3,1
6938,13,447,5,53,10.6,1,0,0,3,0
6939,14,606,7,94,13.428571428571429,0,0,0,5,0
6940,10,432,5,68,13.600000000000001,0,0,0,2,0
6941,12,399,5,101,20.200000000000003,0,0,0,2,1
6942,14,621,7,79,11.285714285714285,0,0,0,6,0
6943,11,408,5,92,18.4,1,0,0,1,0
6944,16,601,7,99,14.142857142857142,0,1,0,4,1
6945,13,545,6,55,9.166666666666666,1,0,0,1,1
6946,14,525,6,75,12.5,0,0,0,2,0
6947,16,677,7,23,3.2857142857142856,0,1,0,4,1
6948,10,364,4,36,9.0,0,0,0,2,0
6949,11,538,7,162,23.142857142857142,1,0,0,1,1
6950,15,575,6,25,4.166666666666666,0,0,0,7,1
6951,19,637,7,63,9.0,1,0,0,5,1
6952,16,628,7,72,10.285714285714285,0,0,0,3,0
6953,11,440,5,60,12.0,1,0,0,0,0
6954,18,751,8,49,6.125,0,1,0,4,2
6955,18,724,8,76,9.5,0,0,0,3,4
6956,10,406,5,94,18.8,0,0,0,1,1
6957,18,728,8,72,9.0,0,0,0,7,1
6958,14,643,7,57,8.142857142857144,0,1,0,2,0
6959,16,616,7,84,12.0,0,0,0,5,1
6960,16,643,7,57,8.142857142857144,0,1,0,1,1
6961,10,320,4,80,20.0,0,0,0,2,0
6962,10,462,6,138,23.0,0,0,0,0,1
6963,15,572,6,28,4.666666666666667,0,0,0,4,1
6964,17,706,8,94,11.75,1,0,0,6,1
6965,18,734,8,66,8.25,0,0,0,4,2
6966,17,698,8,102,12.75,1,0,0,4,0
6967,19,784,9,116,12.88888888888889,1,0,0,6,0
6968,15,653,7,47,6.714285714285714,0,1,0,3,1
6969,14,610,7,90,12.857142857142856,0,0,0,3,2
6970,17,707,8,93,11.625,1,0,0,5,1
6971,19,809,9,91,10.11111111111111,1,1,0,6,0
6972,14,585,6,15,2.5,0,0,0,1,1
6973,19,764,8,36,4.5,1,0,0,4,0
6974,13,631,8,169,21.125,1,1,0,3,1
6975,15,472,5,28,5.6000000000000005,0,0,0,4,0
6976,18,745,8,55,6.875000000000001,0,0,0,6,0
6977,13,621,9,279,31.0,1,0,0,3,0
6978,11,385,4,15,3.75,1,0,0,4,1
6979,18,824,9,76,8.444444444444445,0,0,0,3,1
6980,11,435,5,65,13.0,1,0,0,3,1
6981,19,740,8,60,7.5,1,0,0,5,1
6982,17,660,7,40,5.714285714285714,1,0,0,4,1
6983,10,371,4,29,7.249999999999999,0,0,0,4,1
6984,15,709,8,91,11.375,0,1,0,0,1
6985,19,796,9,104,11.555555555555555,1,0,0,7,0
6986,17,660,7,40,5.714285714285714,1,0,0,2,0
6987,17,679,8,121,15.125,1,0,0,4,0
6988,14,424,5,76,15.2,0,0,0,2,1
6989,14,481,5,19,3.8,0,0,0,4,0
6990,19,745,8,55,6.875000000000001,1,0,0,2,2
6991,19,866,10,134,13.4,1,0,0,3,1
6992,13,540,6,60,10.0,1,0,0,3,0
6993,14,624,7,76,10.857142857142858,0,0,0,4,2
6994,16,769,9,131,14.555555555555555,0,1,0,4,1
6995,16,621,7,79,11.285714285714285,0,0,0,5,2
6996,14,610,7,90,12.857142857142856,0,0,0,3,0
6997,10,300,3,0,0.0,0,0,0,2,2
6998,19,781,8,19,2.375,1,0,0,2,0
6999,16,693,8,107,13.375,0,0,0,4,0
7000,12,502,6,98,16.333333333333332,0,0,0,4,1
7001,15,686,8,114,14.249999999999998,0,0,0,4,0
7002,16,560,6,40,6.666666666666667,0,0,0,2,0
7003,14,504,6,96,16.0,0,0,0,1,2
7004,18,684,7,16,2.2857142857142856,0,0,0,7,0
7005,18,710,8,90,11.25,0,0,0,2,0
7006,19,849,9,51,5.666666666666666,1,0,0,1,0
7007,11,380,4,20,5.0,1,0,0,2,2
7008,14,427,5,73,14.6,0,0,0,1,0
7009,10,350,4,50,12.5,0,0,0,1,0
7010,15,682,8,118,14.75,0,0,0,3,0
7011,17,752,10,248,24.8,1,0,0,5,1
7012,16,807,10,193,19.3,0,0,0,6,0
7013,10,406,5,94,18.8,0,0,0,4,2
7014,13,562,6,38,6.333333333333334,1,0,0,6,0
7015,13,615,7,85,12.142857142857142,1,0,0,3,0
7016,16,515,6,85,14.166666666666666,0,0,0,3,2
7017,18,796,9,104,11.555555555555555,0,0,0,6,0
7018,16,623,7,77,11.0,0,0,0,4,0
7019,15,507,6,93,15.5,0,0,0,1,1
7020,11,397,4,3,0.75,1,1,0,2,0
7021,11,344,4,56,14.000000000000002,1,0,0,4,0
7022,18,665,7,35,5.0,0,0,0,2,0
7023,11,353,4,47,11.75,1,1,0,1,1
7024,16,722,8,78,9.75,0,0,0,3,1
7025,10,411,5,89,17.8,0,0,0,4,1
7026,16,724,8,76,9.5,0,0,0,4,1
7027,14,587,6,13,2.166666666666667,0,1,0,3,0
7028,17,817,9,83,9.222222222222221,1,0,0,6,1
7029,14,619,7,81,11.571428571428571,0,1,0,4,1
7030,10,461,6,139,23.166666666666664,0,1,0,1,1
7031,12,455,5,45,9.0,0,0,0,6,1
7032,15,652,7,48,6.857142857142858,0,0,0,2,0
7033,19,661,7,39,5.571428571428571,1,1,0,6,0
7034,14,522,6,78,13.0,0,0,0,3,0
7035,17,780,9,120,13.333333333333334,1,0,0,4,0
7036,17,693,8,107,13.375,1,0,0,4,1
7037,10,395,5,105,21.0,0,0,0,3,0
7038,14,508,6,92,15.333333333333332,0,0,0,3,1
7039,19,821,9,79,8.777777777777777,1,1,0,6,3
7040,17,786,9,114,12.666666666666668,1,0,0,4,3
7041,17,597,6,3,0.5,1,0,0,5,0
7042,12,507,6,93,15.5,0,0,0,2,1
7043,18,800,9,100,11.11111111111111,0,0,0,5,0
7044,19,850,9,50,5.555555555555555,1,0,0,3,0
7045,18,737,8,63,7.875,0,0,0,4,2
7046,15,626,7,74,10.571428571428571,0,0,0,5,0
7047,12,489,5,11,2.1999999999999997,0,0,0,3,0
7048,11,440,5,60,12.0,1,0,0,3,1
7049,11,417,5,83,16.6,1,0,0,3,1
7050,12,375,4,25,6.25,0,0,0,5,0
7051,19,840,9,60,6.666666666666667,1,0,0,4,1
7052,14,531,6,69,11.5,0,0,0,3,1
7053,12,512,6,88,14.666666666666666,0,0,1,1,1
7054,16,595,6,5,0.8333333333333334,0,0,0,4,1
7055,14,540,6,60,10.0,0,0,0,1,0
7056,11,495,6,105,17.5,1,0,0,0,0
7057,17,664,7,36,5.142857142857142,1,0,0,5,2
7058,12,405,5,95,19.0,0,0,0,1,3
7059,19,706,8,94,11.75,1,0,0,5,2
7060,16,590,6,10,1.6666666666666667,0,0,0,2,1
7061,13,588,7,112,16.0,1,0,0,2,3
7062,19,832,9,68,7.555555555555555,1,0,0,6,0
7063,15,612,7,88,12.571428571428573,0,0,0,4,1
7064,12,377,4,23,5.75,0,0,0,1,0
7065,15,548,6,52,8.666666666666668,0,0,0,1,0
7066,18,694,8,106,13.25,0,0,0,3,2
7067,11,361,4,39,9.75,1,0,0,1,2
7068,15,520,6,80,13.333333333333334,0,0,0,4,0
7069,14,642,7,58,8.285714285714285,0,0,0,5,2
7070,19,756,8,44,5.5,1,0,0,4,0
7071,11,384,4,16,4.0,1,0,0,2,0
7072,14,453,5,47,9.4,0,0,0,3,1
7073,10,372,4,28,7.000000000000001,0,0,0,3,2
7074,11,502,6,98,16.333333333333332,1,0,0,4,0
7075,12,513,6,87,14.499999999999998,0,0,0,5,1
7076,15,571,6,29,4.833333333333333,0,1,0,2,1
7077,15,633,7,67,9.571428571428571,0,0,0,7,0
7078,14,541,6,59,9.833333333333332,0,1,0,4,1
7079,18,749,8,51,6.375,0,0,0,4,1
7080,16,578,6,22,3.6666666666666665,0,0,0,6,0
7081,11,481,6,119,19.833333333333332,1,0,0,2,0
7082,17,626,7,74,10.571428571428571,1,0,0,7,0
7083,18,711,8,89,11.125,0,0,0,3,0
7084,12,454,5,46,9.2,0,0,0,2,1
7085,18,843,10,157,15.7,0,0,0,3,3
7086,16,646,7,54,7.7142857142857135,0,0,0,6,0
7087,19,824,9,76,8.444444444444445,1,0,0,3,0
7088,16,572,6,28,4.666666666666667,0,0,0,4,0
7089,17,709,8,91,11.375,1,1,0,0,2
7090,17,662,7,38,5.428571428571429,1,0,0,4,2
7091,15,534,6,66,11.0,0,0,0,7,0
7092,16,652,7,48,6.857142857142858,0,0,0,4,2
7093,14,534,6,66,11.0,0,0,0,3,2
7094,12,542,7,158,22.57142857142857,0,0,0,1,0
7095,17,629,7,71,10.142857142857142,1,0,0,4,0
7096,16,652,7,48,6.857142857142858,0,0,0,3,1
7097,16,791,10,209,20.9,0,0,0,1,2
7098,16,604,7,96,13.714285714285715,0,0,0,0,2
7099,11,478,5,22,4.3999999999999995,1,0,0,4,2
7100,10,316,4,84,21.0,0,0,0,2,0
7101,10,339,4,61,15.25,0,0,0,2,0
7102,19,796,9,104,11.555555555555555,1,0,0,2,0
7103,14,565,6,35,5.833333333333333,0,0,0,5,1
7104,12,466,5,34,6.800000000000001,0,0,0,3,1
7105,12,503,6,97,16.166666666666664,0,1,0,4,1
7106,11,333,4,67,16.75,1,0,0,4,1
7107,15,592,7,108,15.428571428571427,0,0,0,0,1
7108,13,553,7,147,21.0,1,0,0,2,2
7109,15,565,6,35,5.833333333333333,0,0,0,4,1
7110,18,813,9,87,9.666666666666666,0,0,0,3,1
7111,13,549,6,51,8.5,1,0,0,6,0
7112,11,458,5,42,8.4,1,0,0,2,1
7113,16,602,7,98,14.000000000000002,0,0,0,3,0
7114,14,670,9,230,25.555555555555554,0,0,0,2,1
7115,12,496,6,104,17.333333333333336,0,0,0,5,1
7116,14,575,6,25,4.166666666666666,0,0,0,3,1
7117,17,737,8,63,7.875,1,0,0,5,0
7118,11,444,5,56,11.200000000000001,1,0,0,3,0
7119,11,471,5,29,5.800000000000001,1,0,0,3,0
7120,19,824,9,76,8.444444444444445,1,0,0,4,1
7121,14,623,7,77,11.0,0,0,0,5,2
7122,14,456,5,44,8.799999999999999,0,0,0,4,1
7123,17,563,6,37,6.166666666666667,1,1,0,2,2
7124,10,373,4,27,6.75,0,1,0,6,0
7125,16,575,6,25,4.166666666666666,0,0,0,5,2
7126,12,475,5,25,5.0,0,0,0,1,0
7127,19,756,8,44,5.5,1,0,0,7,1
7128,19,738,8,62,7.75,1,0,0,5,1
7129,10,433,5,67,13.4,0,1,0,4,0
7130,15,636,7,64,9.142857142857142,0,0,0,4,0
7131,18,541,6,59,9.833333333333332,0,1,0,5,0
7132,16,653,7,47,6.714285714285714,0,1,0,6,0
7133,15,498,5,2,0.4,0,0,0,6,0
7134,10,417,5,83,16.6,0,0,0,2,1
7135,16,666,7,34,4.857142857142857,0,0,0,1,1
7136,18,778,8,22,2.75,0,0,0,2,0
7137,12,401,5,99,19.8,0,1,0,1,1
7138,12,321,4,79,19.75,0,0,0,4,2
7139,15,591,7,109,15.571428571428573,0,0,0,3,0
7140,11,386,4,14,3.5000000000000004,1,0,0,3,0
7141,11,325,4,75,18.75,1,0,0,2,0
7142,19,842,9,58,6.444444444444445,1,0,0,3,2
7143,14,478,5,22,4.3999999999999995,0,0,0,1,1
7144,17,585,6,15,2.5,1,0,0,3,0
7145,18,740,8,60,7.5,0,0,0,6,2
7146,12,456,5,44,8.799999999999999,0,0,0,3,0
7147,17,682,7,18,2.571428571428571,1,0,0,5,1
7148,18,748,9,152,16.88888888888889,0,0,0,2,1
7149,19,747,8,53,6.625,1,0,0,6,0
7150,10,348,4,52,13.0,0,0,0,4,1
7151,16,679,8,121,15.125,0,0,0,3,0
7152,14,517,6,83,13.833333333333334,0,0,0,3,1
7153,12,491,6,109,18.166666666666668,0,1,0,3,0
7154,15,733,10,267,26.700000000000003,0,1,0,1,1
7155,16,672,7,28,4.0,0,0,0,7,1
7156,10,387,4,13,3.25,0,0,0,4,0
7157,17,706,8,94,11.75,1,0,0,6,0
7158,13,604,7,96,13.714285714285715,1,0,0,3,1
7159,11,391,4,9,2.25,1,0,0,3,0
7160,10,309,4,91,22.75,0,0,0,4,0
7161,18,690,8,110,13.750000000000002,0,0,0,3,0
7162,17,647,7,53,7.571428571428572,1,1,0,3,1
7163,18,754,9,146,16.22222222222222,0,0,0,8,1
7164,16,710,9,190,21.11111111111111,0,0,0,3,1
7165,13,429,5,71,14.2,1,0,0,5,0
7166,18,731,8,69,8.625,0,0,0,7,0
7167,10,443,5,57,11.4,0,1,0,1,0
7168,11,406,5,94,18.8,1,0,0,4,0
7169,18,645,7,55,7.857142857142857,0,0,0,3,4
7170,16,711,8,89,11.125,0,0,0,5,1
7171,14,699,8,101,12.625,0,0,0,3,1
7172,17,672,7,28,4.0,1,0,0,5,1
7173,10,311,4,89,22.25,0,1,0,1,0
7174,10,384,4,16,4.0,0,0,0,0,0
7175,12,479,5,21,4.2,0,1,0,2,2
7176,18,809,9,91,10.11111111111111,0,1,0,3,0
7177,10,443,5,57,11.4,0,1,0,4,1
7178,16,705,8,95,11.875,0,0,0,4,0
7179,13,553,6,47,7.833333333333334,1,0,0,5,0
7180,14,537,6,63,10.5,0,0,0,2,0
7181,19,709,8,91,11.375,1,1,0,3,0
7182,11,460,5,40,8.0,1,0,0,5,0
7183,12,524,6,76,12.666666666666668,0,0,0,2,2
7184,11,448,5,52,10.4,1,0,0,2,2
7185,16,558,6,42,7.000000000000001,0,0,0,5,1
7186,18,641,7,59,8.428571428571429,0,1,0,4,2
7187,14,654,7,46,6.571428571428571,0,0,0,5,0
7188,18,733,8,67,8.375,0,1,0,4,0
7189,19,758,8,42,5.25,1,0,0,6,2
7190,12,534,7,166,23.714285714285715,0,0,0,3,0
7191,19,630,7,70,10.0,1,0,0,4,2
7192,19,913,10,87,8.7,1,0,0,7,0
7193,11,497,6,103,17.166666666666668,1,0,0,6,2
7194,18,571,6,29,4.833333333333333,0,1,0,2,2
7195,17,547,6,53,8.833333333333334,1,1,0,6,1
7196,16,595,7,105,15.0,0,0,0,4,0
7197,17,610,7,90,12.857142857142856,1,0,0,3,2
7198,18,709,8,91,11.375,0,1,0,3,0
7199,19,730,8,70,8.75,1,0,0,1,0
7200,16,651,7,49,7.000000000000001,0,0,0,3,1
7201,11,425,5,75,15.0,1,0,0,0,1
7202,11,458,5,42,8.4,1,0,0,3,0
7203,18,722,8,78,9.75,0,0,0,4,0
7204,19,842,9,58,6.444444444444445,1,0,0,3,1
7205,13,578,7,122,17.42857142857143,1,0,0,2,1
7206,17,698,8,102,12.75,1,0,0,4,1
7207,17,579,6,21,3.5000000000000004,1,0,0,6,0
7208,14,447,5,53,10.6,0,0,0,4,1
7209,15,580,7,120,17.142857142857142,0,0,0,7,0
7210,16,644,8,156,19.5,0,0,0,6,0
7211,12,361,4,39,9.75,0,0,0,4,0
7212,19,840,9,60,6.666666666666667,1,0,0,5,0
7213,12,413,5,87,17.4,0,0,0,3,1
7214,12,402,5,98,19.6,0,0,0,2,0
7215,16,570,6,30,5.0,0,0,0,6,0
7216,10,422,5,78,15.6,0,0,0,3,0
7217,13,418,5,82,16.400000000000002,1,0,0,5,1
7218,18,741,8,59,7.375,0,0,0,2,2
7219,10,479,5,21,4.2,0,1,0,2,0
7220,17,576,6,24,4.0,1,0,0,4,0
7221,13,560,6,40,6.666666666666667,1,0,0,4,0
7222,10,435,5,65,13.0,0,0,0,3,0
7223,13,519,6,81,13.5,1,0,0,1,1
7224,16,618,7,82,11.714285714285715,0,0,0,1,1
7225,15,527,6,73,12.166666666666668,0,0,0,3,2
7226,13,557,6,43,7.166666666666667,1,1,0,6,2
7227,17,554,6,46,7.666666666666666,1,0,0,4,0
7228,15,554,6,46,7.666666666666666,0,0,0,4,1
7229,15,558,6,42,7.000000000000001,0,0,0,5,0
7230,12,463,5,37,7.3999999999999995,0,1,0,5,0
7231,18,688,7,12,1.7142857142857144,0,0,0,3,0
7232,17,698,8,102,12.75,1,0,0,4,0
7233,15,565,6,35,5.833333333333333,0,0,0,3,0
7234,16,567,6,33,5.5,0,0,0,6,1
7235,13,500,6,100,16.666666666666664,1,0,0,4,1
7236,10,381,4,19,4.75,0,0,0,2,0
7237,14,556,6,44,7.333333333333333,0,0,0,3,0
7238,10,370,4,30,7.5,0,0,0,1,1
7239,17,777,9,123,13.666666666666666,1,0,0,4,0
7240,12,459,5,41,8.200000000000001,0,0,0,3,1
7241,18,698,8,102,12.75,0,0,0,1,3
7242,19,854,10,146,14.6,1,0,0,5,1
7243,18,755,9,145,16.11111111111111,0,0,0,3,1
7244,13,608,7,92,13.142857142857142,1,0,0,3,0
7245,11,516,6,84,14.000000000000002,1,0,0,4,0
7246,12,485,5,15,3.0,0,0,0,2,0
7247,13,538,6,62,10.333333333333334,1,0,0,2,1
7248,17,779,9,121,13.444444444444445,1,0,0,3,0
7249,15,522,6,78,13.0,0,0,0,7,0
7250,10,310,4,90,22.5,0,0,0,3,1
7251,10,326,4,74,18.5,0,0,0,4,0
7252,19,767,8,33,4.125,1,0,0,6,1
7253,10,382,5,118,23.599999999999998,0,0,0,4,1
7254,10,428,5,72,14.399999999999999,0,0,0,0,2
7255,16,565,6,35,5.833333333333333,0,0,0,4,0
7256,17,707,8,93,11.625,1,0,0,6,0
7257,12,366,4,34,8.5,0,0,0,2,1
7258,15,653,7,47,6.714285714285714,0,1,0,4,1
7259,12,495,6,105,17.5,0,0,0,1,0
7260,11,501,6,99,16.5,1,0,0,6,0
7261,11,476,6,124,20.666666666666668,1,0,0,2,0
7262,13,496,6,104,17.333333333333336,1,0,0,5,0
7263,12,479,5,21,4.2,0,1,0,1,2
7264,11,433,5,67,13.4,1,1,0,2,1
7265,14,662,8,138,17.25,0,0,0,3,2
7266,13,592,7,108,15.428571428571427,1,0,0,3,0
7267,15,627,7,73,10.428571428571429,0,0,0,2,1
7268,16,474,5,26,5.2,0,0,0,5,2
7269,14,604,7,96,13.714285714285715,0,0,0,2,1
7270,15,566,6,34,5.666666666666666,0,0,0,2,0
7271,19,909,11,191,17.363636363636363,1,0,0,2,0
7272,14,617,7,83,11.857142857142858,0,1,0,3,0
7273,16,657,7,43,6.142857142857143,0,0,0,6,1
7274,11,461,5,39,7.8,1,1,0,3,0
7275,16,659,7,41,5.857142857142858,0,1,0,4,2
7276,12,477,5,23,4.6,0,0,0,7,0
7277,13,542,6,58,9.666666666666666,1,0,0,1,0
7278,17,632,7,68,9.714285714285714,1,0,0,4,3
7279,10,406,5,94,18.8,0,0,0,6,0
7280,18,618,7,82,11.714285714285715,0,0,0,3,0
